schlcode,c_size,c_boys,c_girls,c_numcl,c_pik,c_status,c_leom,c_tip,c_num4rd,c_type,flgrm4,mrkgrm4,ngrm4,flmth4,mrkmth4,nmth4,towncode,townname,popcode,tip_a,grade,classid,classize,_type_,_freq_,cohsize,mathsize,avgmath,passmath,verbsize,avgverb,passverb,studchk,misskov2,missagg,nmiss_k,nmiss_a,classct,math_n,flmath_n,nmath_n,verb_n,flverb_n,nverb_n,impute,nverb_m,nmath_m,tip_s,townid,tipuach
21359,42,23,19,8,2,1,1,2,2,2,20,76,40,35.709999084472656,67,42,91009,„‰˜„<90>,12,10,4,1,21,0,2,42,19,73.26000213623047,21.100000381469727,19,80.41999816894531,10.5,1,0,0,0,0,2,68.14649963378906,35.01250076293945,40,75.5479965209961,20.002500534057617,40,0,NA,NA,10,91009,10
21359,42,23,19,8,2,1,1,2,2,2,20,76,40,35.709999084472656,67,42,91009,„‰˜„<90>,12,10,4,2,21,0,2,42,21,63.52000045776367,47.599998474121094,21,71.13999938964844,28.600000381469727,1,0,0,0,0,2,68.14649963378906,35.01250076293945,40,75.5479965209961,20.002500534057617,40,0,NA,NA,10,91009,10
21361,129,59,70,19,1,2,1,1,4,3,8,73,111,38.04999923706055,65,113,11395,Œ€‰Ž˜‹,11,2,4,1,38,0,3,116,35,64.05999755859375,34.29999923706055,35,76.11000061035156,2.9000000953674316,1,0,0,0,0,3,64.69849395751953,38.061946868896484,113,73.00495147705078,8.137837409973145,111,0,NA,NA,2,11395,2
21361,129,59,70,19,1,2,1,1,4,3,8,73,111,38.04999923706055,65,113,11395,Œ€‰Ž˜‹,11,2,4,2,39,0,3,116,39,64.0999984741211,48.70000076293945,38,68.18000030517578,15.800000190734863,1,0,0,0,0,3,64.69849395751953,38.061946868896484,113,73.00495147705078,8.137837409973145,111,0,NA,NA,2,11395,2
21361,129,59,70,19,1,2,1,1,4,3,8,73,111,38.04999923706055,65,113,11395,Œ€‰Ž˜‹,11,2,4,3,39,0,3,116,39,65.87000274658203,30.799999237060547,38,74.970001220703125,5.300000190734863,1,0,0,0,0,3,64.69849395751953,38.061946868896484,113,73.00495147705078,8.137837409973145,111,0,NA,NA,2,11395,2
21362,55,32,23,13,1,2,1,1,2,2,13,66,55,24.559999465942383,66,57,10611,š‰Œ’ š˜–<90>,11,13,4,1,28,0,2,55,29,68.9000015258789,20.700000762939453,29,67.62000274658203,17.200000762939453,1,0,0,0,0,2,66.0557861328125,24.58070182800293,57,66.253814697265625,12.709091186523438,55,0,NA,NA,13,10611,13
21362,55,32,23,13,1,2,1,1,2,2,13,66,55,24.559999465942383,66,57,10611,š‰Œ’ š˜–<90>,11,13,4,2,27,0,2,55,28,63.11000061035156,28.600000381469727,26,64.7300033569336,7.699999809265137,1,0,0,0,0,2,66.0557861328125,24.58070182800293,57,66.253814697265625,12.709091186523438,55,0,NA,NA,13,10611,13
21363,146,83,63,23,1,1,1,2,5,4,22,67,134,28.360000610351562,69,134,77008,„Œ…”’,11,9,4,1,34,0,4,137,34,75.31999969482422,17.600000381469727,34,70.70999908447266,14.699999809265137,1,0,0,1,0,4,72.23234558105469,23.397296905517578,111,67.05396270751953,22.5072078704834,111,0,NA,NA,9,77008,9
21363,146,83,63,23,1,1,1,2,5,4,22,67,134,28.360000610351562,69,134,77008,„Œ…”’,11,9,4,2,38,0,4,137,37,63.43000030517578,35.099998474121094,37,59.04999923706055,40.5,1,0,0,1,0,4,72.23234558105469,23.397296905517578,111,67.05396270751953,22.5072078704834,111,0,NA,NA,9,77008,9
21363,146,83,63,23,1,1,1,2,5,4,22,67,134,28.360000610351562,69,134,77008,„Œ…”’,11,9,4,4,40,0,4,137,40,77.75,17.5,40,71.3499984741211,12.5,1,0,0,1,0,4,72.23234558105469,23.397296905517578,111,67.05396270751953,22.5072078704834,111,0,NA,NA,9,77008,9
21363,146,83,63,23,1,1,1,2,5,4,22,67,134,28.360000610351562,69,134,77008,„Œ…”’,11,9,4,3,25,0,4,137,23,53.40043640136719,52.3104362487793,23,66.73956298828125,19.552173614501953,NA,1,0,1,0,4,72.23234558105469,23.397296905517578,111,67.05396270751953,22.5072078704834,111,1,23,23,9,77008,9
21366,133,69,64,24,1,2,1,,4,4,13,80,127,21.709999084472656,75,129,9175,<81>‚™,11,1,4,1,34,0,4,133,30,69.9000015258789,30,29,79.44999694824219,17.200000762939453,1,0,0,1,0,4,75.93431854248047,24.212631225585938,95,79.82774353027344,13.959139823913574,93,0,NA,NA,1,9175,1
21366,133,69,64,24,1,2,1,,4,4,13,80,127,21.709999084472656,75,129,9175,<81>‚™,11,1,4,3,34,0,4,133,33,78.36000061035156,24.200000762939453,33,78.87999725341797,9.100000381469727,1,0,0,1,0,4,75.93431854248047,24.212631225585938,95,79.82774353027344,13.959139823913574,93,0,NA,NA,1,9175,1
21366,133,69,64,24,1,2,1,,4,4,13,80,127,21.709999084472656,75,129,9175,<81>‚™,11,1,4,4,31,0,4,133,32,79.089996337890625,18.799999237060547,31,81.19000244140625,16.100000381469727,1,0,0,1,0,4,75.93431854248047,24.212631225585938,95,79.82774353027344,13.959139823913574,93,0,NA,NA,1,9175,1
21366,133,69,64,24,1,2,1,,4,4,13,80,127,21.709999084472656,75,129,9175,<81>‚™,11,1,4,2,34,0,4,133,34,72.38941192626953,14.717352867126465,34,80.47117614746094,10.376470565795898,NA,1,0,1,0,4,75.93431854248047,24.212631225585938,95,79.82774353027344,13.959139823913574,93,1,34,34,1,9175,1
21367,133,63,70,20,1,2,1,1,4,4,9,77,103,22.479999542236328,70,129,11395,Œ€‰Ž˜‹,11,3,4,2,33,0,4,133,29,77.83000183105469,24.100000381469727,18,80.779998779296875,0,1,0,0,1,0,4,70.03301239013672,25.786022186279297,93,77.80168914794922,7.059154987335205,71,0,NA,NA,3,11395,3
21367,133,63,70,20,1,2,1,1,4,4,9,77,103,22.479999542236328,70,129,11395,Œ€‰Ž˜‹,11,3,4,3,33,0,4,133,32,67.05999755859375,25,25,77.160003662109375,0,1,0,0,1,0,4,70.03301239013672,25.786022186279297,93,77.80168914794922,7.059154987335205,71,0,NA,NA,3,11395,3
21367,133,63,70,20,1,2,1,1,4,4,9,77,103,22.479999542236328,70,129,11395,Œ€‰Ž˜‹,11,3,4,4,34,0,4,133,32,65.94000244140625,28.100000381469727,28,76.45999908447266,17.899999618530273,1,0,0,1,0,4,70.03301239013672,25.786022186279297,93,77.80168914794922,7.059154987335205,71,0,NA,NA,3,11395,3
21367,133,63,70,20,1,2,1,1,4,4,9,77,103,22.479999542236328,70,129,11395,Œ€‰Ž˜‹,11,3,4,1,33,0,4,133,36,69.91471862792969,13.939444541931152,32,75.22125244140625,13.306249618530273,NA,1,0,1,0,4,70.03301239013672,25.786022186279297,93,77.80168914794922,7.059154987335205,71,1,32,36,3,11395,3
21370,84,44,40,14,1,1,1,1,3,3,10,75,81,32.93000030517578,72,82,8748,—Ž’„ Œƒ‚Ž,11,9,4,1,29,0,3,84,27,76.44000244140625,25.899999618530273,26,76.69000244140625,7.699999809265137,1,0,0,0,0,3,71.79183197021484,32.913414001464844,82,74.45691680908203,9.870369911193848,81,0,NA,NA,9,8748,9
21370,84,44,40,14,1,1,1,1,3,3,10,75,81,32.93000030517578,72,82,8748,—Ž’„ Œƒ‚Ž,11,9,4,2,28,0,3,84,28,70.86000061035156,28.600000381469727,28,77.25,10.699999809265137,1,0,0,0,0,3,71.79183197021484,32.913414001464844,82,74.45691680908203,9.870369911193848,81,0,NA,NA,9,8748,9
21370,84,44,40,14,1,1,1,1,3,3,10,75,81,32.93000030517578,72,82,8748,—Ž’„ Œƒ‚Ž,11,9,4,3,27,0,3,84,27,68.11000061035156,44.400001525878906,27,69.410003662109375,11.100000381469727,1,0,0,0,0,3,71.79183197021484,32.913414001464844,82,74.45691680908203,9.870369911193848,81,0,NA,NA,9,8748,9
21371,68,30,38,14,1,1,1,1,2,2,3,79,60,28,70,75,91009,„‰˜„<90>,11,3,4,1,33,0,2,68,37,67.88999938964844,32.400001525878906,28,78.86000061035156,0,1,0,0,1,0,2,67.88999938964844,32.400001525878906,37,78.86000061035156,0,28,0,NA,NA,3,91009,3
21371,68,30,38,14,1,1,1,1,2,2,3,79,60,28,70,75,91009,„‰˜„<90>,11,3,4,2,35,0,2,68,38,72.054473876953125,23.715789794921875,32,79.12249755859375,5.625,NA,1,0,1,0,2,67.88999938964844,32.400001525878906,37,78.86000061035156,0,28,1,32,38,3,91009,3
21373,49,20,29,11,1,1,1,0,2,2,2,79,48,14.579999923706055,71,48,12633,<8d>‰ƒ˜… ˜”‹,11,1,4,1,24,0,2,49,22,71.18000030517578,18.200000762939453,22,79.089996337890625,4.5,1,0,0,0,0,2,71.001251220703125,14.570833206176758,48,79.1441650390625,2.0625,48,0,NA,NA,1,12633,1
21373,49,20,29,11,1,1,1,0,2,2,2,79,48,14.579999923706055,71,48,12633,<8d>‰ƒ˜… ˜”‹,11,1,4,2,25,0,2,49,26,70.8499984741211,11.5,26,79.19000244140625,0,1,0,0,0,0,2,71.001251220703125,14.570833206176758,48,79.1441650390625,2.0625,48,0,NA,NA,1,12633,1
21374,33,12,21,8,1,1,1,0,1,1,0,86,29,10.34000015258789,84,29,12443,š˜Žš,11,0,4,1,33,0,1,33,29,84,10.34000015258789,29,86,0,NA,1,0,1,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,0,12443,0
21375,58,31,27,13,1,2,1,3,2,2,18,69,50,28.850000381469727,69,52,76000,…‹’,11,11,4,1,29,0,2,58,28,71.25,35.70000076293945,23,71.83000183105469,21.700000762939453,1,0,0,0,0,2,67.80500030517578,32.150001525878906,56,69.45939636230469,17.974000930786133,50,0,NA,NA,11,76000,11
21375,58,31,27,13,1,2,1,3,2,2,18,69,50,28.850000381469727,69,52,76000,…‹’,11,11,4,2,29,0,2,58,28,64.36000061035156,28.600000381469727,27,67.44000244140625,14.800000190734863,1,0,0,0,0,2,67.80500030517578,32.150001525878906,56,69.45939636230469,17.974000930786133,50,0,NA,NA,11,76000,11
21379,53,28,25,12,1,1,1,,2,2,20,63,51,32,66,50,10611,š‰Œ’ š˜–<90>,11,12,4,2,26,0,2,53,26,66.58000183105469,42.29999923706055,25,65.63999938964844,20,1,0,0,1,0,2,66.58000183105469,42.29999923706055,26,65.63999938964844,20,25,0,NA,NA,12,10611,12
21379,53,28,25,12,1,1,1,,2,2,20,63,51,32,66,50,10611,š‰Œ’ š˜–<90>,11,12,4,1,27,0,2,53,24,65.37166595458984,20.84166717529297,26,60.46154022216797,20,NA,1,0,1,0,2,66.58000183105469,42.29999923706055,26,65.63999938964844,20,25,1,26,24,12,10611,12
31001,70,30,40,14,1,2,1,5,3,2,14,67,44,34.09000015258789,59,44,10207,€<81>‰—’ ˜…€,11,31,4,1,29,0,2,55,26,60.27000045776367,30.799999237060547,26,67.69000244140625,3.799999952316284,1,0,0,1,0,2,60.27000045776367,30.799999237060547,26,67.69000244140625,3.799999952316284,26,0,NA,NA,31,10207,31
31001,70,30,40,14,1,2,1,5,3,2,14,67,44,34.09000015258789,59,44,10207,€<81>‰—’ ˜…€,11,31,4,2,26,0,2,55,18,57.16555404663086,38.84222412109375,18,66.00333404541016,28.733333587646484,NA,1,0,1,0,2,60.27000045776367,30.799999237060547,26,67.69000244140625,3.799999952316284,26,1,18,18,31,10207,31
31002,43,19,24,13,2,2,1,8,2,2,6,73,35,25,67,36,10207,€<81>‰—’ ˜…€,12,41,4,1,20,0,2,43,18,72.61000061035156,11.100000381469727,18,77.94000244140625,5.599999904632568,1,0,0,0,0,2,66.55500030517578,25,36,73.31114196777344,5.74571418762207,35,0,NA,NA,41,10207,41
31002,43,19,24,13,2,2,1,8,2,2,6,73,35,25,67,36,10207,€<81>‰—’ ˜…€,12,41,4,2,23,0,2,43,18,60.5,38.900001525878906,17,68.410003662109375,5.900000095367432,1,0,0,0,0,2,66.55500030517578,25,36,73.31114196777344,5.74571418762207,35,0,NA,NA,41,10207,41
31007,54,25,29,13,1,1,1,2,2,2,9,80,47,12.770000457763672,74,47,98004,„<90>‰Ž‰<90><81>,11,7,4,2,27,0,2,54,24,77.70999908447266,0,24,82.83000183105469,8.300000190734863,1,0,0,1,0,2,77.70999908447266,0,24,82.83000183105469,8.300000190734863,24,0,NA,NA,7,98004,7
31007,54,25,29,13,1,1,1,2,2,2,9,80,47,12.770000457763672,74,47,98004,„<90>‰Ž‰<90><81>,11,7,4,1,27,0,2,54,23,70.128692626953125,26.095216751098633,23,77.04695892333984,9.73043441772461,NA,1,0,1,0,2,77.70999908447266,0,24,82.83000183105469,8.300000190734863,24,1,23,23,7,98004,7
31008,20,16,4,6,2,1,1,4,1,1,19,64,16,18.75,67,16,98004,„<90>‰Ž‰<90><81>,12,42,4,1,20,0,1,20,16,67.19000244140625,18.799999237060547,16,64,18.799999237060547,1,0,0,0,0,1,67.19000244140625,18.799999237060547,16,64,18.799999237060547,16,0,NA,NA,42,98004,42
31012,25,13,12,6,1,1,1,1,1,1,17,72,24,41.66999816894531,64,24,505,„ƒ’ š’<81>‚,11,4,4,1,25,0,1,25,24,63.75,41.70000076293945,24,71.5,16.700000762939453,1,0,0,0,0,1,63.75,41.70000076293945,24,71.5,16.700000762939453,24,0,NA,NA,4,505,4
31017,130,82,48,19,1,1,1,2,4,3,6,77,102,25.489999771118164,71,102,93005,<81>—’‰ <8f>…˜‹†,11,12,4,1,35,0,3,104,34,72.31999969482422,17.600000381469727,34,78.23999786376953,11.800000190734863,1,0,0,0,0,3,71.1866683959961,25.46666717529297,102,76.71666717529297,5.866666793823242,102,0,NA,NA,12,93005,12
31017,130,82,48,19,1,1,1,2,4,3,6,77,102,25.489999771118164,71,102,93005,<81>—’‰ <8f>…˜‹†,11,12,4,2,35,0,3,104,34,71.20999908447266,20.600000381469727,34,77.31999969482422,2.9000000953674316,1,0,0,0,0,3,71.1866683959961,25.46666717529297,102,76.71666717529297,5.866666793823242,102,0,NA,NA,12,93005,12
31017,130,82,48,19,1,1,1,2,4,3,6,77,102,25.489999771118164,71,102,93005,<81>—’‰ <8f>…˜‹†,11,12,4,3,34,0,3,104,34,70.029998779296875,38.20000076293945,34,74.589996337890625,2.9000000953674316,1,0,0,0,0,3,71.1866683959961,25.46666717529297,102,76.71666717529297,5.866666793823242,102,0,NA,NA,12,93005,12
31019,20,11,9,7,2,1,1,6,1,1,17,67,18,27.780000686645508,68,18,93005,<81>—’‰ <8f>…˜‹†,12,32,4,1,20,0,1,20,18,68,27.780000686645508,18,67,17,NA,1,0,1,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,32,93005,32
31021,64,28,36,18,1,1,1,6,3,2,14,70,42,33.33000183105469,60,48,65003,„˜ƒ‡,11,32,4,1,25,0,2,51,26,61.459999084472656,30.799999237060547,21,70,14.300000190734863,1,0,0,0,0,2,59.832916259765625,33.36666488647461,48,70.0250015258789,14.300000190734863,42,0,NA,NA,32,65003,32
31021,64,28,36,18,1,1,1,6,3,2,14,70,42,33.33000183105469,60,48,65003,„˜ƒ‡,11,32,4,2,26,0,2,51,22,57.90999984741211,36.400001525878906,21,70.05000305175781,14.300000190734863,1,0,0,0,0,2,59.832916259765625,33.36666488647461,48,70.0250015258789,14.300000190734863,42,0,NA,NA,32,65003,32
31022,129,63,66,28,1,1,1,1,4,4,14,73,123,32.310001373291016,66,130,65003,„˜ƒ‡,11,7,4,1,32,0,4,129,31,68.160003662109375,22.600000381469727,31,73.44999694824219,16.100000381469727,1,0,0,1,0,4,65.83622741699219,34.69081497192383,98,71.59894561767578,13.698946952819824,95,0,NA,NA,7,65003,7
31022,129,63,66,28,1,1,1,1,4,4,14,73,123,32.310001373291016,66,130,65003,„˜ƒ‡,11,7,4,3,33,0,4,129,33,60.27000045776367,51.5,33,68.44999694824219,15.199999809265137,1,0,0,1,0,4,65.83622741699219,34.69081497192383,98,71.59894561767578,13.698946952819824,95,0,NA,NA,7,65003,7
31022,129,63,66,28,1,1,1,1,4,4,14,73,123,32.310001373291016,66,130,65003,„˜ƒ‡,11,7,4,4,33,0,4,129,34,69.12000274658203,29.399999618530273,31,73.0999984741211,9.699999809265137,1,0,0,1,0,4,65.83622741699219,34.69081497192383,98,71.59894561767578,13.698946952819824,95,0,NA,NA,7,65003,7
31022,129,63,66,28,1,1,1,1,4,4,14,73,123,32.310001373291016,66,130,65003,„˜ƒ‡,11,7,4,2,31,0,4,129,32,66.5015640258789,25.018749237060547,28,77.753570556640625,15.021428108215332,NA,1,0,1,0,4,65.83622741699219,34.69081497192383,98,71.59894561767578,13.698946952819824,95,1,28,32,7,65003,7
31023,148,86,62,32,1,1,1,1,5,4,19,68,117,26.270000457763672,64,118,65003,„˜ƒ‡,11,5,4,1,33,0,4,115,31,62.130001068115234,19.399999618530273,31,68.2300033569336,12.899999618530273,1,0,0,1,0,4,64.69811248779297,26.675556182861328,90,69.21517181396484,14.591011047363281,89,0,NA,NA,5,65003,5
31023,148,86,62,32,1,1,1,1,5,4,19,68,117,26.270000457763672,64,118,65003,„˜ƒ‡,11,5,4,3,35,0,4,115,32,63.59000015258789,37.5,31,68.55000305175781,16.100000381469727,1,0,0,1,0,4,64.69811248779297,26.675556182861328,90,69.21517181396484,14.591011047363281,89,0,NA,NA,5,65003,5
31023,148,86,62,32,1,1,1,1,5,4,19,68,117,26.270000457763672,64,118,65003,„˜ƒ‡,11,5,4,4,14,0,4,115,27,68.95999908447266,22.200000762939453,27,71.11000061035156,14.800000190734863,1,0,0,1,0,4,64.69811248779297,26.675556182861328,90,69.21517181396484,14.591011047363281,89,0,NA,NA,5,65003,5
31023,148,86,62,32,1,1,1,1,5,4,19,68,117,26.270000457763672,64,118,65003,„˜ƒ‡,11,5,4,2,33,0,4,115,28,61.756072998046875,24.966428756713867,28,64.13749694824219,33.014286041259766,NA,1,0,1,0,4,64.69811248779297,26.675556182861328,90,69.21517181396484,14.591011047363281,89,1,28,28,5,65003,5
31025,67,35,32,20,1,1,1,3,2,2,18,70,60,28.329999923706055,68,60,65003,„˜ƒ‡,11,17,4,2,34,0,2,67,30,68.33000183105469,26.700000762939453,30,71.7300033569336,16.700000762939453,1,0,0,1,0,2,68.33000183105469,26.700000762939453,30,71.7300033569336,16.700000762939453,30,0,NA,NA,17,65003,17
31025,67,35,32,20,1,1,1,3,2,2,18,70,60,28.329999923706055,68,60,65003,„˜ƒ‡,11,17,4,1,33,0,2,67,30,67.66999816894531,29.959999084472656,30,68.2699966430664,19.299999237060547,NA,1,0,1,0,2,68.33000183105469,26.700000762939453,30,71.7300033569336,16.700000762939453,30,1,30,30,17,65003,17
31026,41,24,17,13,1,1,1,6,2,1,18,70,28,39.290000915527344,64,28,65003,„˜ƒ‡,11,30,4,1,29,0,1,29,28,64.56999969482422,39.29999923706055,28,70.25,17.899999618530273,1,0,0,0,0,1,64.56999969482422,39.29999923706055,28,70.25,17.899999618530273,28,0,NA,NA,30,65003,30
31027,89,45,44,19,1,1,1,3,3,2,21,70,58,20.690000534057617,68,58,65003,„˜ƒ‡,11,10,4,1,36,0,2,74,24,61.040000915527344,25,24,66.70999908447266,29.200000762939453,1,0,0,1,0,2,61.040000915527344,25,24,66.70999908447266,29.200000762939453,24,0,NA,NA,10,65003,10
31027,89,45,44,19,1,1,1,3,3,2,21,70,58,20.690000534057617,68,58,65003,„˜ƒ‡,11,10,4,2,38,0,2,74,34,72.9129409790039,17.647647857666016,34,72.32234954833984,15.211764335632324,NA,1,0,1,0,2,61.040000915527344,25,24,66.70999908447266,29.200000762939453,24,1,34,34,10,65003,10
31028,47,25,22,17,1,1,1,2,2,2,15,69,39,27.5,64,40,65003,„˜ƒ‡,11,13,4,1,22,0,2,47,23,64.3499984741211,26.100000381469727,22,71.2699966430664,9.100000381469727,1,0,0,0,0,2,63.80175018310547,27.502500534057617,40,69.35640716552734,15.376922607421875,39,0,NA,NA,13,65003,13
31028,47,25,22,17,1,1,1,2,2,2,15,69,39,27.5,64,40,65003,„˜ƒ‡,11,13,4,2,25,0,2,47,17,63.060001373291016,29.399999618530273,17,66.87999725341797,23.5,1,0,0,0,0,2,63.80175018310547,27.502500534057617,40,69.35640716552734,15.376922607421875,39,0,NA,NA,13,65003,13
31029,19,12,7,8,2,1,1,3,1,1,64,39,14,66.66999816894531,39,18,65003,„˜ƒ‡,12,58,4,1,19,0,1,19,18,39,66.66999816894531,14,39,64,NA,1,0,1,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,58,65003,58
31030,36,24,12,12,2,1,1,5,1,1,23,63,31,32.2599983215332,63,31,65003,„˜ƒ‡,12,31,4,1,36,0,1,36,31,62.68000030517578,32.29999923706055,31,62.68000030517578,22.600000381469727,1,0,0,0,0,1,62.68000030517578,32.29999923706055,31,62.68000030517578,22.600000381469727,31,0,NA,NA,31,65003,31
31031,44,29,15,15,2,1,1,7,2,2,3,77,32,18.75,71,32,65003,„˜ƒ‡,12,41,4,1,23,0,2,44,16,83.75,6.300000190734863,16,83.5,0,1,0,0,0,0,2,71.470001220703125,18.799999237060547,32,76.845001220703125,3.1500000953674316,32,0,NA,NA,41,65003,41
31031,44,29,15,15,2,1,1,7,2,2,3,77,32,18.75,71,32,65003,„˜ƒ‡,12,41,4,2,21,0,2,44,16,59.189998626708984,31.299999237060547,16,70.19000244140625,6.300000190734863,1,0,0,0,0,2,71.470001220703125,18.799999237060547,32,76.845001220703125,3.1500000953674316,32,0,NA,NA,41,65003,41
31033,25,11,14,8,2,1,1,5,1,1,50,43,20,80.94999694824219,36,21,65003,„˜ƒ‡,12,41,4,1,25,0,1,25,21,35.7599983215332,81,20,42.54999923706055,50,1,0,0,0,0,1,35.7599983215332,81,21,42.54999923706055,50,20,0,NA,NA,41,65003,41
31034,26,12,14,9,2,1,1,6,2,1,25,61,12,38.459999084472656,60,13,65003,„˜ƒ‡,12,36,4,1,13,0,1,13,13,60,38.5,12,61.41999816894531,25,1,0,0,0,0,1,60,38.5,13,61.41999816894531,25,12,0,NA,NA,36,65003,36
31035,78,35,43,16,2,1,1,2,2,2,20,69,60,32.2599983215332,65,62,65003,„˜ƒ‡,12,26,4,1,39,0,2,78,30,69.83000183105469,26.700000762939453,30,71.7699966430664,13.300000190734863,1,0,0,1,0,2,69.83000183105469,26.700000762939453,30,71.7699966430664,13.300000190734863,30,0,NA,NA,26,65003,26
31035,78,35,43,16,2,1,1,2,2,2,20,69,60,32.2599983215332,65,62,65003,„˜ƒ‡,12,26,4,2,39,0,2,78,32,60.47187423706055,37.47249984741211,30,66.2300033569336,26.700000762939453,NA,1,0,1,0,2,69.83000183105469,26.700000762939453,30,71.7699966430664,13.300000190734863,30,1,30,32,26,65003,26
31037,121,59,62,22,1,1,1,1,3,3,7,84,120,8.329999923706055,84,120,40006,„”‰‡,11,1,4,1,40,0,3,121,42,85.56999969482422,4.800000190734863,42,85.69000244140625,4.800000190734863,1,0,0,0,0,3,84.23533630371094,8.359999656677246,120,84.3028335571289,6.671666622161865,120,0,NA,NA,1,40006,1
31037,121,59,62,22,1,1,1,1,3,3,7,84,120,8.329999923706055,84,120,40006,„”‰‡,11,1,4,2,40,0,3,121,38,80.44999694824219,13.199999809265137,38,84.31999969482422,10.5,1,0,0,0,0,3,84.23533630371094,8.359999656677246,120,84.3028335571289,6.671666622161865,120,0,NA,NA,1,40006,1
31037,121,59,62,22,1,1,1,1,3,3,7,84,120,8.329999923706055,84,120,40006,„”‰‡,11,1,4,3,41,0,3,121,40,86.43000030517578,7.5,40,82.83000183105469,5,1,0,0,0,0,3,84.23533630371094,8.359999656677246,120,84.3028335571289,6.671666622161865,120,0,NA,NA,1,40006,1
31038,91,54,37,19,1,1,1,1,3,3,14,73,78,25,74,80,40006,„”‰‡,11,1,4,1,32,0,3,91,30,73,30,28,72.81999969482422,17.899999618530273,1,0,0,0,0,3,74.0875015258789,25,80,72.60205078125,14.117948532104492,78,0,NA,NA,1,40006,1
31038,91,54,37,19,1,1,1,1,3,3,14,73,78,25,74,80,40006,„”‰‡,11,1,4,2,27,0,3,91,25,78.23999786376953,12,25,71,12,1,0,0,0,0,3,74.0875015258789,25,80,72.60205078125,14.117948532104492,78,0,NA,NA,1,40006,1
31038,91,54,37,19,1,1,1,1,3,3,14,73,78,25,74,80,40006,„”‰‡,11,1,4,3,32,0,3,91,25,71.23999786376953,32,25,73.95999908447266,12,1,0,0,0,0,3,74.0875015258789,25,80,72.60205078125,14.117948532104492,78,0,NA,NA,1,40006,1
31039,158,82,76,21,1,1,1,1,4,4,5,81,147,7.840000152587891,81,153,40006,„”‰‡,11,3,4,1,38,0,4,158,38,81.839996337890625,2.5999999046325684,35,79.11000061035156,8.600000381469727,1,0,0,0,0,4,80.966796875,7.849019527435303,153,81.135711669921875,4.775510311126709,147,0,NA,NA,3,40006,3
31039,158,82,76,21,1,1,1,1,4,4,5,81,147,7.840000152587891,81,153,40006,„”‰‡,11,3,4,2,40,0,4,158,39,77.81999969482422,7.699999809265137,38,78.58000183105469,7.900000095367432,1,0,0,0,0,4,80.966796875,7.849019527435303,153,81.135711669921875,4.775510311126709,147,0,NA,NA,3,40006,3
31039,158,82,76,21,1,1,1,1,4,4,5,81,147,7.840000152587891,81,153,40006,„”‰‡,11,3,4,3,39,0,4,158,38,76,21.100000381469727,36,81.08000183105469,2.799999952316284,1,0,0,0,0,4,80.966796875,7.849019527435303,153,81.135711669921875,4.775510311126709,147,0,NA,NA,3,40006,3
31039,158,82,76,21,1,1,1,1,4,4,5,81,147,7.840000152587891,81,153,40006,„”‰‡,11,3,4,4,41,0,4,158,38,88.29000091552734,0,38,85.61000061035156,0,1,0,0,0,0,4,80.966796875,7.849019527435303,153,81.135711669921875,4.775510311126709,147,0,NA,NA,3,40006,3
31040,58,27,31,13,1,1,1,1,2,2,10,78,58,8.470000267028809,79,59,40006,„”‰‡,11,4,4,1,29,0,2,58,29,79,6.900000095367432,29,77.029998779296875,13.800000190734863,1,0,0,0,0,2,79.05084991455078,8.476271629333496,59,77.66999816894531,10.350000381469727,58,0,NA,NA,4,40006,4
31040,58,27,31,13,1,1,1,1,2,2,10,78,58,8.470000267028809,79,59,40006,„”‰‡,11,4,4,2,29,0,2,58,30,79.0999984741211,10,29,78.30999755859375,6.900000095367432,1,0,0,0,0,2,79.05084991455078,8.476271629333496,59,77.66999816894531,10.350000381469727,58,0,NA,NA,4,40006,4
31045,47,29,18,13,1,1,1,2,2,2,13,78,46,12.5,78,48,40006,„”‰‡,11,8,4,1,23,0,2,47,23,81.779998779296875,8.699999809265137,23,79.6500015258789,8.699999809265137,1,0,0,1,0,2,81.779998779296875,8.699999809265137,23,79.6500015258789,8.699999809265137,23,0,NA,NA,8,40006,8
31045,47,29,18,13,1,1,1,2,2,2,13,78,46,12.5,78,48,40006,„”‰‡,11,8,4,2,24,0,2,47,25,74.52239990234375,15.996000289916992,23,76.3499984741211,17.299999237060547,NA,1,0,1,0,2,81.779998779296875,8.699999809265137,23,79.6500015258789,8.699999809265137,23,1,23,25,8,40006,8
31046,53,26,27,13,1,1,1,2,2,2,14,74,50,18.520000457763672,72,54,40006,„”‰‡,11,10,4,1,26,0,2,53,27,76.55999755859375,25.899999618530273,25,72.76000213623047,16,1,0,0,0,0,2,71.62999725341797,18.5,54,73.660003662109375,14,50,0,NA,NA,10,40006,10
31046,53,26,27,13,1,1,1,2,2,2,14,74,50,18.520000457763672,72,54,40006,„”‰‡,11,10,4,2,27,0,2,53,27,66.69999694824219,11.100000381469727,25,74.55999755859375,12,1,0,0,0,0,2,71.62999725341797,18.5,54,73.660003662109375,14,50,0,NA,NA,10,40006,10
