schlcode,c_size,c_boys,c_girls,c_numcl,c_pik,c_status,c_leom,c_tip,c_num4rd,c_type,flgrm4,mrkgrm4,ngrm4,flmth4,mrkmth4,nmth4,towncode,townname,popcode,tip_a,grade,classid,classize,_type_,_freq_,cohsize,mathsize,avgmath,passmath,verbsize,avgverb,passverb,studchk,misskov2,missagg,nmiss_k,nmiss_a,classct,math_n,flmath_n,nmath_n,verb_n,flverb_n,nverb_n,impute,nverb_m,nmath_m,tip_s,townid,tipuach
11005,35,12,23,9,1,2,1,5,1,1,17,66,35,17.139999389648438,65,35,26104,™Ž™ š‰<81>,11,24,4,1,35,0,1,35,35,64.94000244140625,17.100000381469727,35,65.7699966430664,17.100000381469727,1,0,0,0,0,1,64.94000244140625,17.100000381469727,35,65.7699966430664,17.100000381469727,35,0,NA,NA,24,26104,24
11006,54,23,31,12,2,2,1,7,2,2,31,61,49,54.16999816894531,57,48,26104,™Ž™ š‰<81>,12,38,4,1,27,0,2,54,25,56.79999923706055,60,25,59.31999969482422,40,1,0,0,0,0,2,56.85270690917969,54.15416717529297,48,61.406532287597656,30.595918655395508,49,0,NA,NA,38,26104,38
11006,54,23,31,12,2,2,1,7,2,2,31,61,49,54.16999816894531,57,48,26104,™Ž™ š‰<81>,12,38,4,2,27,0,2,54,23,56.90999984741211,47.79999923706055,24,63.58000183105469,20.799999237060547,1,0,0,0,0,2,56.85270690917969,54.15416717529297,48,61.406532287597656,30.595918655395508,49,0,NA,NA,38,26104,38
11009,38,15,23,6,1,2,1,1,1,1,13,78,38,21.6200008392334,77,37,4622,˜‡™ Œˆ,11,6,4,1,38,0,1,38,37,76.69999694824219,21.600000381469727,38,78.37000274658203,13.199999809265137,1,0,0,0,0,1,76.69999694824219,21.600000381469727,37,78.37000274658203,13.199999809265137,38,0,NA,NA,6,4622,6
11010,73,40,33,15,1,1,1,,2,2,20,74,70,51.38999938964844,64,72,30007,<8d>‰Œ™…˜‰,11,3,4,1,37,0,2,73,35,61.400001525878906,65.69999694824219,35,76.5999984741211,20,1,0,0,0,0,2,64.09791564941406,51.36249923706055,72,74.48500061035156,20,70,0,NA,NA,3,30007,3
11010,73,40,33,15,1,1,1,,2,2,20,74,70,51.38999938964844,64,72,30007,<8d>‰Œ™…˜‰,11,3,4,2,36,0,2,73,37,66.6500015258789,37.79999923706055,35,72.37000274658203,20,1,0,0,0,0,2,64.09791564941406,51.36249923706055,72,74.48500061035156,20,70,0,NA,NA,3,30007,3
11013,65,31,34,17,1,1,1,2,2,2,38,64,61,40.97999954223633,65,61,30007,<8d>‰Œ™…˜‰,11,8,4,2,31,0,2,65,28,58.709999084472656,64.30000305175781,28,59.5,42.900001525878906,1,0,0,1,0,2,58.709999084472656,64.30000305175781,28,59.5,42.900001525878906,28,0,NA,NA,8,30007,8
11013,65,31,34,17,1,1,1,2,2,2,38,64,61,40.97999954223633,65,61,30007,<8d>‰Œ™…˜‰,11,8,4,1,34,0,2,65,33,70.33696746826172,21.19333267211914,33,67.81818389892578,33.84242248535156,NA,1,0,1,0,2,58.709999084472656,64.30000305175781,28,59.5,42.900001525878906,28,1,33,33,8,30007,8
11015,89,35,54,17,1,1,1,1,3,3,5,84,85,8.239999771118164,80,85,30007,<8d>‰Œ™…˜‰,11,6,4,1,30,0,3,89,27,81.589996337890625,7.400000095367432,27,84.06999969482422,0,1,0,0,1,0,3,80.52684020996094,7.03157901763916,57,82.98052978515625,3.526315689086914,57,0,NA,NA,6,30007,6
11015,89,35,54,17,1,1,1,1,3,3,5,84,85,8.239999771118164,80,85,30007,<8d>‰Œ™…˜‰,11,6,4,2,30,0,3,89,30,79.56999969482422,6.699999809265137,30,82,6.699999809265137,1,0,0,1,0,3,80.52684020996094,7.03157901763916,57,82.98052978515625,3.526315689086914,57,0,NA,NA,6,30007,6
11015,89,35,54,17,1,1,1,1,3,3,5,84,85,8.239999771118164,80,85,30007,<8d>‰Œ™…˜‰,11,6,4,3,29,0,3,89,28,78.92749786376953,10.699999809265137,28,86.07535552978516,8,NA,1,0,1,0,3,80.52684020996094,7.03157901763916,57,82.98052978515625,3.526315689086914,57,1,28,28,6,30007,6
11017,85,43,42,14,1,1,1,2,3,3,27,68,75,30.260000228881836,66,76,30007,<8d>‰Œ™…˜‰,11,9,4,1,29,0,3,85,27,72.88999938964844,11.100000381469727,27,74.8499984741211,22.200000762939453,1,0,0,0,0,3,66.33024597167969,31.704877853393555,82,64.12110900878906,30.854320526123047,81,0,NA,NA,9,30007,9
11017,85,43,42,14,1,1,1,2,3,3,27,68,75,30.260000228881836,66,76,30007,<8d>‰Œ™…˜‰,11,9,4,2,28,0,3,85,28,67.43000030517578,42.900001525878906,28,62.959999084472656,32.099998474121094,1,0,0,0,0,3,66.33024597167969,31.704877853393555,82,64.12110900878906,30.854320526123047,81,0,NA,NA,9,30007,9
11017,85,43,42,14,1,1,1,2,3,3,27,68,75,30.260000228881836,66,76,30007,<8d>‰Œ™…˜‰,11,9,4,3,28,0,3,85,27,58.630001068115234,40.70000076293945,26,54.22999954223633,38.5,1,0,0,0,0,3,66.33024597167969,31.704877853393555,82,64.12110900878906,30.854320526123047,81,0,NA,NA,9,30007,9
11020,74,32,42,14,1,1,1,1,2,2,17,75,69,18.309999465942383,76,71,30007,<8d>‰Œ™…˜‰,11,5,4,1,38,0,2,74,36,76.38999938964844,19.399999618530273,36,75.80999755859375,13.899999618530273,1,0,0,0,0,2,76.015350341796875,18.266197204589844,71,74.85826110839844,17.39130401611328,69,0,NA,NA,5,30007,5
11020,74,32,42,14,1,1,1,1,2,2,17,75,69,18.309999465942383,76,71,30007,<8d>‰Œ™…˜‰,11,5,4,2,36,0,2,74,35,75.62999725341797,17.100000381469727,33,73.81999969482422,21.200000762939453,1,0,0,0,0,2,76.015350341796875,18.266197204589844,71,74.85826110839844,17.39130401611328,69,0,NA,NA,5,30007,5
11021,66,31,35,12,1,1,1,2,2,2,17,75,65,26.149999618530273,71,65,30007,<8d>‰Œ™…˜‰,11,11,4,2,34,0,2,65,34,71.29000091552734,17.600000381469727,34,75.3499984741211,14.699999809265137,1,0,0,1,0,2,71.29000091552734,17.600000381469727,34,75.3499984741211,14.699999809265137,34,0,NA,NA,11,30007,11
11021,66,31,35,12,1,1,1,2,2,2,17,75,65,26.149999618530273,71,65,30007,<8d>‰Œ™…˜‰,11,11,4,1,31,0,2,65,31,70.68193817138672,35.52742004394531,31,74.61612701416016,19.522581100463867,NA,1,0,1,0,2,71.29000091552734,17.600000381469727,34,75.3499984741211,14.699999809265137,34,1,31,31,11,30007,11
11027,96,48,48,18,1,1,1,1,3,3,10,77,93,22.579999923706055,71,93,30007,<8d>‰Œ™…˜‰,11,5,4,1,33,0,3,96,31,68.12999725341797,16.100000381469727,31,76.61000061035156,6.5,1,0,0,0,0,3,71.140106201171875,22.579570770263672,93,76.61322784423828,9.721505165100098,93,0,NA,NA,5,30007,5
11027,96,48,48,18,1,1,1,1,3,3,10,77,93,22.579999923706055,71,93,30007,<8d>‰Œ™…˜‰,11,5,4,2,32,0,3,96,30,71.19999694824219,30,30,75.5,16.700000762939453,1,0,0,0,0,3,71.140106201171875,22.579570770263672,93,76.61322784423828,9.721505165100098,93,0,NA,NA,5,30007,5
11027,96,48,48,18,1,1,1,1,3,3,10,77,93,22.579999923706055,71,93,30007,<8d>‰Œ™…˜‰,11,5,4,3,31,0,3,96,32,74,21.899999618530273,32,77.660003662109375,6.300000190734863,1,0,0,0,0,3,71.140106201171875,22.579570770263672,93,76.61322784423828,9.721505165100098,93,0,NA,NA,5,30007,5
11029,87,39,48,14,1,1,1,2,3,3,27,65,82,47.560001373291016,60,82,30007,<8d>‰Œ™…˜‰,11,11,4,1,31,0,3,87,30,61.56999969482422,50,30,66.2300033569336,13.300000190734863,1,0,0,0,0,3,59.69670867919922,47.57439041137695,82,64.753662109375,26.801219940185547,82,0,NA,NA,11,30007,11
11029,87,39,48,14,1,1,1,2,3,3,27,65,82,47.560001373291016,60,82,30007,<8d>‰Œ™…˜‰,11,11,4,2,26,0,3,87,27,55.88999938964844,59.29999923706055,27,61.70000076293945,48.099998474121094,1,0,0,0,0,3,59.69670867919922,47.57439041137695,82,64.753662109375,26.801219940185547,82,0,NA,NA,11,30007,11
11029,87,39,48,14,1,1,1,2,3,3,27,65,82,47.560001373291016,60,82,30007,<8d>‰Œ™…˜‰,11,11,4,3,30,0,3,87,25,61.560001373291016,32,25,66.279998779296875,20,1,0,0,0,0,3,59.69670867919922,47.57439041137695,82,64.753662109375,26.801219940185547,82,0,NA,NA,11,30007,11
11031,73,36,37,13,1,1,1,2,2,2,13,77,68,25.350000381469727,72,71,30007,<8d>‰Œ™…˜‰,11,12,4,1,36,0,2,73,35,68.26000213623047,31.399999618530273,32,75.94000244140625,18.799999237060547,1,0,0,0,0,2,71.76366424560547,25.315492630004883,71,76.75,13.24117660522461,68,0,NA,NA,12,30007,12
11031,73,36,37,13,1,1,1,2,2,2,13,77,68,25.350000381469727,72,71,30007,<8d>‰Œ™…˜‰,11,12,4,2,37,0,2,73,36,75.16999816894531,19.399999618530273,36,77.470001220703125,8.300000190734863,1,0,0,0,0,2,71.76366424560547,25.315492630004883,71,76.75,13.24117660522461,68,0,NA,NA,12,30007,12
11032,80,40,40,19,1,1,1,4,3,3,27,62,73,50,61,80,30007,<8d>‰Œ™…˜‰,11,13,4,1,29,0,3,87,26,65.8499984741211,50,23,62.040000915527344,30.399999618530273,1,0,0,1,0,3,64.2300033569336,49.032073974609375,53,62.204490661621094,26.526531219482422,49,0,NA,NA,13,30007,13
11032,80,40,40,19,1,1,1,4,3,3,27,62,73,50,61,80,30007,<8d>‰Œ™…˜‰,11,13,4,2,29,0,3,87,27,62.66999816894531,48.099998474121094,26,62.349998474121094,23.100000381469727,1,0,0,1,0,3,64.2300033569336,49.032073974609375,53,62.204490661621094,26.526531219482422,49,0,NA,NA,13,30007,13
11032,80,40,40,19,1,1,1,4,3,3,27,62,73,50,61,80,30007,<8d>‰Œ™…˜‰,11,13,4,3,29,0,3,87,27,54.659629821777344,51.900001525878906,24,61.58250045776367,27.96666717529297,NA,1,0,1,0,3,64.2300033569336,49.032073974609375,53,62.204490661621094,26.526531219482422,49,1,24,27,13,30007,13
11034,79,49,30,15,1,1,1,2,3,3,15,66,71,52.04999923706055,62,73,30007,<8d>‰Œ™…˜‰,11,11,4,1,26,0,3,79,22,66.5,40.900001525878906,22,71,13.600000381469727,1,0,0,0,0,3,62.20547866821289,52.045204162597656,73,66.02886962890625,15.45492935180664,71,0,NA,NA,11,30007,11
11034,79,49,30,15,1,1,1,2,3,3,15,66,71,52.04999923706055,62,73,30007,<8d>‰Œ™…˜‰,11,11,4,2,26,0,3,79,24,54,66.69999694824219,23,58.90999984741211,21.700000762939453,1,0,0,0,0,3,62.20547866821289,52.045204162597656,73,66.02886962890625,15.45492935180664,71,0,NA,NA,11,30007,11
11034,79,49,30,15,1,1,1,2,3,3,15,66,71,52.04999923706055,62,73,30007,<8d>‰Œ™…˜‰,11,11,4,3,27,0,3,79,27,66,48.099998474121094,26,68.12000274658203,11.5,1,0,0,0,0,3,62.20547866821289,52.045204162597656,73,66.02886962890625,15.45492935180664,71,0,NA,NA,11,30007,11
11044,36,17,19,7,2,1,1,8,1,1,24,62,29,78.56999969482422,52,28,30007,<8d>‰Œ™…˜‰,12,50,4,1,35,0,1,35,28,51.86000061035156,78.5999984741211,29,62.13999938964844,24.100000381469727,1,0,0,0,0,1,51.86000061035156,78.5999984741211,28,62.13999938964844,24.100000381469727,29,0,NA,NA,50,30007,50
11045,77,34,43,17,2,1,1,2,2,2,16,74,75,32,69,75,30007,<8d>‰Œ™…˜‰,12,9,4,1,38,0,2,77,37,71.23999786376953,16.200000762939453,37,76.08000183105469,10.800000190734863,1,0,0,0,0,2,69.10693359375,32.007999420166016,75,73.66826629638672,16.018667221069336,75,0,NA,NA,9,30007,9
11045,77,34,43,17,2,1,1,2,2,2,16,74,75,32,69,75,30007,<8d>‰Œ™…˜‰,12,9,4,2,39,0,2,77,38,67.029998779296875,47.400001525878906,38,71.31999969482422,21.100000381469727,1,0,0,0,0,2,69.10693359375,32.007999420166016,75,73.66826629638672,16.018667221069336,75,0,NA,NA,9,30007,9
11048,87,87,0,16,2,1,1,2,2,2,8,81,40,42.5,81,40,30007,<8d>‰Œ™…˜‰,12,11,4,1,22,0,2,45,18,82.220001220703125,33.29999923706055,18,81.44000244140625,5.599999904632568,1,0,0,0,0,2,80.647003173828125,42.48500061035156,40,81.022003173828125,7.525000095367432,40,0,NA,NA,11,30007,11
11048,87,87,0,16,2,1,1,2,2,2,8,81,40,42.5,81,40,30007,<8d>‰Œ™…˜‰,12,11,4,2,23,0,2,45,22,79.36000061035156,50,22,80.68000030517578,9.100000381469727,1,0,0,0,0,2,80.647003173828125,42.48500061035156,40,81.022003173828125,7.525000095367432,40,0,NA,NA,11,30007,11
11054,42,42,0,12,2,1,1,2,2,2,33,67,39,48.779998779296875,63,41,30007,<8d>‰Œ™…˜‰,12,17,4,1,22,0,2,42,22,58.81999969482422,63.599998474121094,20,67,35,1,0,0,0,0,2,63.19463348388672,48.77073287963867,41,66.63948822021484,33.343589782714844,39,0,NA,NA,17,30007,17
11054,42,42,0,12,2,1,1,2,2,2,33,67,39,48.779998779296875,63,41,30007,<8d>‰Œ™…˜‰,12,17,4,2,20,0,2,42,19,68.26000213623047,31.600000381469727,19,66.26000213623047,31.600000381469727,1,0,0,0,0,2,63.19463348388672,48.77073287963867,41,66.63948822021484,33.343589782714844,39,0,NA,NA,17,30007,17
11058,65,32,33,19,2,1,1,2,2,2,17,72,65,43.939998626708984,64,66,30007,<8d>‰Œ™…˜‰,12,13,4,2,35,0,1,35,31,63.970001220703125,54.79999923706055,31,72.58000183105469,16.100000381469727,1,0,0,0,0,1,63.970001220703125,54.79999923706055,31,72.58000183105469,16.100000381469727,31,0,NA,NA,13,30007,13
11061,50,22,28,17,2,1,1,2,2,2,9,66,44,75.55999755859375,55,45,30007,<8d>‰Œ™…˜‰,12,15,4,1,22,0,2,50,22,49.77000045776367,86.4000015258789,20,61.150001525878906,10,1,0,0,1,0,2,49.77000045776367,86.4000015258789,22,61.150001525878906,10,20,0,NA,NA,15,30007,15
11061,50,22,28,17,2,1,1,2,2,2,9,66,44,75.55999755859375,55,45,30007,<8d>‰Œ™…˜‰,12,15,4,2,28,0,2,50,23,60.00260925292969,65.1913070678711,24,70.04166412353516,8.166666984558105,NA,1,0,1,0,2,49.77000045776367,86.4000015258789,22,61.150001525878906,10,20,1,24,23,15,30007,15
11064,21,9,12,9,2,2,1,6,1,1,35,52,20,50,45,20,10157,<8f>…‰– š˜™<81>Ž,12,25,4,1,21,0,1,21,20,45.099998474121094,50,20,52.20000076293945,35,1,0,0,0,0,1,45.099998474121094,50,20,52.20000076293945,35,20,0,NA,NA,25,10157,25
11065,23,9,14,8,2,2,1,7,1,1,9,66,22,40.90999984741211,60,22,10157,<8f>…‰– š˜™<81>Ž,12,42,4,1,23,0,1,23,22,60.31999969482422,40.900001525878906,22,65.86000061035156,9.100000381469727,1,0,0,0,0,1,60.31999969482422,40.900001525878906,22,65.86000061035156,9.100000381469727,22,0,NA,NA,42,10157,42
11067,60,34,26,15,2,2,1,5,3,2,35,53,51,60.779998779296875,55,51,8094,<8d>‡<90>,12,31,4,2,26,0,2,53,24,56.83000183105469,54.20000076293945,24,59.25,20.799999237060547,1,0,0,1,0,2,56.83000183105469,54.20000076293945,24,59.25,20.799999237060547,24,0,NA,NA,31,8094,31
11067,60,34,26,15,2,2,1,5,3,2,35,53,51,60.779998779296875,55,51,8094,<8d>‡<90>,12,31,4,1,27,0,2,53,27,53.37333297729492,66.62889099121094,27,47.44444274902344,47.622222900390625,NA,1,0,1,0,2,56.83000183105469,54.20000076293945,24,59.25,20.799999237060547,24,1,27,27,31,8094,31
11072,49,26,23,12,2,2,1,5,2,2,13,70,45,33.33000183105469,66,45,7963,<8f>…”Œ–,12,25,4,1,24,0,2,49,23,64.95999908447266,43.5,23,70.73999786376953,8.699999809265137,1,0,0,0,0,2,66.28977966308594,33.331111907958984,45,69.91378021240234,13.344444274902344,45,0,NA,NA,25,7963,25
11072,49,26,23,12,2,2,1,5,2,2,13,70,45,33.33000183105469,66,45,7963,<8f>…”Œ–,12,25,4,2,25,0,2,49,22,67.68000030517578,22.700000762939453,22,69.05000305175781,18.200000762939453,1,0,0,0,0,2,66.28977966308594,33.331111907958984,45,69.91378021240234,13.344444274902344,45,0,NA,NA,25,7963,25
11073,43,21,22,19,1,1,1,1,2,2,5,82,37,10,76,40,5678,„’˜–,11,7,4,1,21,0,2,43,21,75.05000305175781,9.5,21,83.76000213623047,9.5,1,0,0,0,0,2,75.95249938964844,9.975000381469727,40,82.37621307373047,5.391891956329346,37,0,NA,NA,7,5678,7
11073,43,21,22,19,1,1,1,1,2,2,5,82,37,10,76,40,5678,„’˜–,11,7,4,2,22,0,2,43,19,76.94999694824219,10.5,16,80.55999755859375,0,1,0,0,0,0,2,75.95249938964844,9.975000381469727,40,82.37621307373047,5.391891956329346,37,0,NA,NA,7,5678,7
11106,65,38,27,14,1,1,1,1,3,2,6,78,52,27.780000686645508,68,54,30007,<8d>‰Œ™…˜‰,11,3,4,1,26,0,2,53,28,72.61000061035156,17.899999618530273,26,79.6500015258789,3.799999952316284,1,0,0,0,0,2,67.61222076416016,27.818517684936523,54,77.61499786376953,5.75,52,0,NA,NA,3,30007,3
11106,65,38,27,14,1,1,1,1,3,2,6,78,52,27.780000686645508,68,54,30007,<8d>‰Œ™…˜‰,11,3,4,2,27,0,2,53,26,62.22999954223633,38.5,26,75.58000183105469,7.699999809265137,1,0,0,0,0,2,67.61222076416016,27.818517684936523,54,77.61499786376953,5.75,52,0,NA,NA,3,30007,3
11108,14,8,6,6,2,2,1,8,1,1,NA,NA,NA,NA,NA,NA,NA,,NA,NA,4,1,14,0,1,14,11,50.18000030517578,63.599998474121094,11,52.36000061035156,45.5,1,0,1,0,1,1,50.18000030517578,63.599998474121094,11,52.36000061035156,45.5,11,0,NA,NA,54,26104,54
11109,118,50,68,25,1,2,1,1,4,4,10,79,112,21.6200008392334,74,111,10561,"‰€Œ—‡ ‘""‰<81>-<8d>˜‹ <8f>‰’",11,5,4,1,30,0,4,118,26,77.6500015258789,7.699999809265137,26,80.19000244140625,7.699999809265137,1,0,0,1,0,4,74.79637145996094,20,80,79.60543060302734,7.400000095367432,81,0,NA,NA,5,10561,5
11109,118,50,68,25,1,2,1,1,4,4,10,79,112,21.6200008392334,74,111,10561,"‰€Œ—‡ ‘""‰<81>-<8d>˜‹ <8f>‰’",11,5,4,2,33,0,4,118,31,73.3499984741211,22.600000381469727,31,79.94000244140625,3.200000047683716,1,0,0,1,0,4,74.79637145996094,20,80,79.60543060302734,7.400000095367432,81,0,NA,NA,5,10561,5
11109,118,50,68,25,1,2,1,1,4,4,10,79,112,21.6200008392334,74,111,10561,"‰€Œ—‡ ‘""‰<81>-<8d>˜‹ <8f>‰’",11,5,4,3,24,0,4,118,23,73.5199966430664,30.399999618530273,24,78.54000091552734,12.5,1,0,0,1,0,4,74.79637145996094,20,80,79.60543060302734,7.400000095367432,81,0,NA,NA,5,10561,5
11109,118,50,68,25,1,2,1,1,4,4,10,79,112,21.6200008392334,74,111,10561,"‰€Œ—‡ ‘""‰<81>-<8d>˜‹ <8f>‰’",11,5,4,4,31,0,4,118,31,71.94483947753906,25.80064582824707,31,77.4180679321289,16.793548583984375,NA,1,0,1,0,4,74.79637145996094,20,80,79.60543060302734,7.400000095367432,81,1,31,31,5,10561,5
11111,99,50,49,22,1,1,1,2,3,3,16,67,97,42.27000045776367,66,97,30007,<8d>‰Œ™…˜‰,11,5,4,1,34,0,3,99,35,61.689998626708984,40,35,69.54000091552734,22.899999618530273,1,0,0,1,0,3,64.067779541015625,42.844444274902344,63,66.72666931152344,17.4777774810791,63,0,NA,NA,5,30007,5
11111,99,50,49,22,1,1,1,2,3,3,16,67,97,42.27000045776367,66,97,30007,<8d>‰Œ™…˜‰,11,5,4,2,29,0,3,99,28,67.04000091552734,46.400001525878906,28,63.209999084472656,10.699999809265137,1,0,0,1,0,3,64.067779541015625,42.844444274902344,63,66.72666931152344,17.4777774810791,63,0,NA,NA,5,30007,5
11111,99,50,49,22,1,1,1,2,3,3,16,67,97,42.27000045776367,66,97,30007,<8d>‰Œ™…˜‰,11,5,4,3,36,0,3,99,34,69.580291748046875,41.205589294433594,34,67.5064697265625,13.261764526367188,NA,1,0,1,0,3,64.067779541015625,42.844444274902344,63,66.72666931152344,17.4777774810791,63,1,34,34,5,30007,5
11115,60,30,30,17,2,1,1,2,3,2,27,69,45,56.25,59,48,30007,<8d>‰Œ™…˜‰,12,11,4,1,18,0,2,48,20,56.099998474121094,55,18,61.560001373291016,27.799999237060547,1,0,0,0,0,2,58.66666793823242,56.224998474121094,48,68.77799987792969,26.65999984741211,45,0,NA,NA,11,30007,11
11115,60,30,30,17,2,1,1,2,3,2,27,69,45,56.25,59,48,30007,<8d>‰Œ™…˜‰,12,11,4,2,30,0,2,48,28,60.5,57.099998474121094,27,73.589996337890625,25.899999618530273,1,0,0,0,0,2,58.66666793823242,56.224998474121094,48,68.77799987792969,26.65999984741211,45,0,NA,NA,11,30007,11
11117,72,40,32,18,1,2,1,6,3,2,29,65,63,44.619998931884766,57,65,26104,™Ž™ š‰<81>,11,31,4,1,32,0,2,65,31,59.189998626708984,41.900001525878906,29,71.4800033569336,13.800000190734863,1,0,0,0,0,2,57.45234298706055,43.756248474121094,64,65.030792236328125,28.58730125427246,63,0,NA,NA,31,26104,31
11117,72,40,32,18,1,2,1,6,3,2,29,65,63,44.619998931884766,57,65,26104,™Ž™ š‰<81>,11,31,4,2,33,0,2,65,33,55.81999969482422,45.5,34,59.529998779296875,41.20000076293945,1,0,0,0,0,2,57.45234298706055,43.756248474121094,64,65.030792236328125,28.58730125427246,63,0,NA,NA,31,26104,31
11119,83,39,44,21,2,2,1,3,3,3,16,72,77,35.060001373291016,64,77,36111,’<81>˜€ š‰˜—,12,21,4,1,22,0,3,83,18,67.779998779296875,44.400001525878906,18,81.720001220703125,0,1,0,0,1,0,3,64.564361572265625,34.51091003417969,55,71.797271728515625,12.714545249938965,55,0,NA,NA,21,36111,21
11119,83,39,44,21,2,2,1,3,3,3,16,72,77,35.060001373291016,64,77,36111,’<81>˜€ š‰˜—,12,21,4,2,39,0,3,83,37,63,29.700000762939453,37,66.970001220703125,18.899999618530273,1,0,0,1,0,3,64.564361572265625,34.51091003417969,55,71.797271728515625,12.714545249938965,55,0,NA,NA,21,36111,21
11119,83,39,44,21,2,2,1,3,3,3,16,72,77,35.060001373291016,64,77,36111,’<81>˜€ š‰˜—,12,21,4,3,22,0,3,83,22,62.58909225463867,36.4327278137207,22,72.50682067871094,24.21363639831543,NA,1,0,1,0,3,64.564361572265625,34.51091003417969,55,71.797271728515625,12.714545249938965,55,1,22,22,21,36111,21
11120,107,51,56,19,1,1,1,2,3,3,34,66,100,55.77000045776367,57,104,30007,<8d>‰Œ™…˜‰,11,2,4,1,37,0,3,107,35,60.029998779296875,51.400001525878906,35,68.16999816894531,25.700000762939453,1,0,0,0,0,3,57.18096160888672,55.744232177734375,104,65.65059661865234,34,100,0,NA,NA,2,30007,2
11120,107,51,56,19,1,1,1,2,3,3,34,66,100,55.77000045776367,57,104,30007,<8d>‰Œ™…˜‰,11,2,4,2,36,0,3,107,35,51.709999084472656,71.4000015258789,32,62.380001068115234,43.79999923706055,1,0,0,0,0,3,57.18096160888672,55.744232177734375,104,65.65059661865234,34,100,0,NA,NA,2,30007,2
11120,107,51,56,19,1,1,1,2,3,3,34,66,100,55.77000045776367,57,104,30007,<8d>‰Œ™…˜‰,11,2,4,3,34,0,3,107,34,59.880001068115234,44.099998474121094,33,66.1500015258789,33.29999923706055,1,0,0,0,0,3,57.18096160888672,55.744232177734375,104,65.65059661865234,34,100,0,NA,NA,2,30007,2
11126,45,0,45,11,2,3,1,2,2,2,25,67,44,52.27000045776367,58,44,30007,<8d>‰Œ™…˜‰,12,16,4,1,23,0,2,45,22,53.31999969482422,63.599998474121094,22,61.13999938964844,40.900001525878906,1,0,0,0,0,2,58.1349983215332,52.25,44,67.04499816894531,25,44,0,NA,NA,16,30007,16
11126,45,0,45,11,2,3,1,2,2,2,25,67,44,52.27000045776367,58,44,30007,<8d>‰Œ™…˜‰,12,16,4,2,22,0,2,45,22,62.95000076293945,40.900001525878906,22,72.94999694824219,9.100000381469727,1,0,0,0,0,2,58.1349983215332,52.25,44,67.04499816894531,25,44,0,NA,NA,16,30007,16
11127,43,21,22,9,1,1,1,2,2,1,17,71,29,34.47999954223633,61,29,30007,<8d>‰Œ™…˜‰,11,6,4,1,31,0,1,31,29,61,34.47999954223633,29,71,17,NA,1,0,1,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,6,30007,6
11128,75,39,36,20,2,1,1,2,2,2,7,74,71,16.670000076293945,74,72,30007,<8d>‰Œ™…˜‰,12,12,4,2,38,0,1,38,37,77.76000213623047,2.700000047683716,37,75.220001220703125,5.400000095367432,1,0,0,0,0,1,77.76000213623047,2.700000047683716,37,75.220001220703125,5.400000095367432,37,0,NA,NA,12,30007,12
11132,95,44,51,29,2,2,1,1,3,3,10,79,87,42.529998779296875,67,87,36046,š…<81>™ <8f>…Œ€,12,9,4,2,33,0,3,95,32,62.779998779296875,53.099998474121094,32,74.75,15.600000381469727,1,0,0,1,0,3,67.84593200683594,42.34576416015625,59,79.18333435058594,10,60,0,NA,NA,9,36046,9
11132,95,44,51,29,2,2,1,1,3,3,10,79,87,42.529998779296875,67,87,36046,š…<81>™ <8f>…Œ€,12,9,4,3,32,0,3,95,27,73.8499984741211,29.600000381469727,28,84.25,3.5999999046325684,1,0,0,1,0,3,67.84593200683594,42.34576416015625,59,79.18333435058594,10,60,0,NA,NA,9,36046,9
11132,95,44,51,29,2,2,1,1,3,3,10,79,87,42.529998779296875,67,87,36046,š…<81>™ <8f>…Œ€,12,9,4,1,30,0,3,95,28,65.217498779296875,42.918212890625,27,78.59259033203125,10,NA,1,0,1,0,3,67.84593200683594,42.34576416015625,59,79.18333435058594,10,60,1,27,28,9,36046,9
11133,32,16,16,9,2,1,1,2,1,1,15,77,27,28.56999969482422,81,28,30007,<8d>‰Œ™…˜‰,12,7,4,1,32,0,1,32,28,80.56999969482422,28.600000381469727,27,76.95999908447266,14.800000190734863,1,0,0,0,0,1,80.56999969482422,28.600000381469727,28,76.95999908447266,14.800000190734863,27,0,NA,NA,7,30007,7
11134,65,37,28,11,1,1,1,1,2,2,20,71,61,61.290000915527344,56,62,30007,<8d>‰Œ™…˜‰,11,2,4,1,34,0,2,65,27,58.369998931884766,55.599998474121094,26,70.95999908447266,23.100000381469727,1,0,0,0,0,2,55.73935317993164,61.301612854003906,62,70.55835723876953,19.657377243041992,61,0,NA,NA,2,30007,2
11134,65,37,28,11,1,1,1,1,2,2,20,71,61,61.290000915527344,56,62,30007,<8d>‰Œ™…˜‰,11,2,4,2,31,0,2,65,35,53.709999084472656,65.69999694824219,35,70.26000213623047,17.100000381469727,1,0,0,0,0,2,55.73935317993164,61.301612854003906,62,70.55835723876953,19.657377243041992,61,0,NA,NA,2,30007,2
11135,66,36,30,13,1,1,1,1,2,2,7,81,70,10,78,70,30007,<8d>‰Œ™…˜‰,11,4,4,1,31,0,2,66,32,74.910003662109375,6.300000190734863,32,78.970001220703125,3.0999999046325684,1,0,0,0,0,2,78.1182861328125,10.045714378356934,70,81.02742767333984,7.117142677307129,70,0,NA,NA,4,30007,4
